"","E1U","E2F","E2M","E3F","E3M","E4F","E4M","E5F","E5M","E6F","E6M","E7F","E7M","E8F","E8M"
"FBgn0031235",0,66.098430485496,64.8719312140067,69.0429782218958,65.2463473745784,37.7644458764981,34.7449217106243,75.7874592673959,59.3406741447825,70.2939305763159,42.4045845831533,21.6028029489546,30.118188074734,14.9918307945908,18.9832560577122
"FBgn0265149",1.08249024824783,136.768385960236,158.585341284468,138.436900257355,130.626599614983,106.112151911813,109.222890464483,191.45982086666,113.734918119836,145.337744260841,88.7277197454859,56.6689857577878,69.7290362221063,32.3718687700336,37.1643642552203
"FBgn0022246",23.9713258909233,47.6152251996819,41.276570240721,66.0639714222064,57.1016400346543,62.9218498297839,69.0373834393606,85.297650694717,82.0154198217763,83.1952040859587,80.9915037774436,67.8846862542122,61.9848110040469,69.3011326939236,68.1967405985068
"FBgn0031238",147.242015653104,204.819183793763,179.644603735055,387.499746651857,359.621363718812,381.75656525606,410.6156863129,208.492334760535,226.002507819333,162.612051134602,182.394830781553,140.975850877676,127.613824009052,168.170206037168,154.295076651606
"FBgn0031239",0.549624341852123,237.7642325193,202.12344131976,176.636979041667,177.389906803706,103.852203176143,133.203269504546,133.401774604382,88.246744956445,118.925820059419,99.2021698376208,117.864175647152,98.7813374023808,270.247195588065,241.129254501202
"FBgn0031240",0.248117023730848,121.266734647816,100.884983811608,79.7128579368488,88.4069484432977,59.2812694636768,50.0119331363815,63.4061597559979,54.1944901949472,56.5043177903021,46.8496877210078,23.4171124129951,27.5191364571196,18.2435345456852,14.7954094225217
"FBgn0086912",417.616977046557,857.061253040526,936.765200588621,429.183982095573,406.542894904602,283.567239869194,298.097882484926,288.387477063312,298.051655029144,380.233212769736,422.451840061508,335.933138128085,311.149914683142,291.024220347116,243.552784009377
"FBgn0086856",113.056533039737,166.371557683872,167.208517405581,96.1083252111072,95.296748040189,92.7837352816476,83.4577888805592,71.9760466596753,87.222206906704,74.945926034669,116.088887239816,90.567192650548,77.7207246952576,115.810122691443,102.212779882754
"FBgn0086855",597.45615335165,346.414936915339,330.848042416983,487.758427876836,482.363823650104,532.757338998281,588.68995274725,708.050815067734,724.525214694033,513.381789611856,557.084222472757,407.934087270104,474.681999646004,303.858185983718,326.645983463286
"FBgn0003444",504.68771105375,3079.01516853536,2687.37821955131,2313.38625529778,2544.41820043065,1213.24890951312,1313.93130944994,725.597302987099,731.225082723744,599.489062741759,552.117826031305,471.987044089285,487.820045583696,326.514040734139,317.557327567491
"FBgn0031244",66.6007873242551,93.6770844479369,95.6929752766421,54.8325816055509,46.9770900570006,35.4227210247268,34.3618412397952,19.0836296825082,22.112116888789,14.3548874021504,16.8781405402464,49.0089349085842,41.9416999987789,80.0929089532141,72.777367488044
"FBgn0031245",4.01733193017835,55.6894770196329,38.6300068331824,84.0300607349897,74.7311118123628,73.9987304422935,85.9976068342349,186.170416619359,169.820548923729,356.57433445088,383.143274933953,540.290835116336,508.190014296231,421.543276191203,421.862898688219
"FBgn0267996",0,3.31412298140761,5.88147175554028,1.89970610015405,1.80961498003184,2.0059437888543,0,1.95654356418342,0.60744970354344,3.84200171757645,6.65674894246674,12.7005309169354,8.92288355245866,11.4828385582871,14.0675623289072
"FBgn0025686",0,3.50738994069967,6.91211637825419,1.28986698767363,1.08797520231895,0.394650107354597,0,1.24984613032194,1.35179122878933,10.1776293377443,5.14364516842405,10.2405189261919,11.8235119240449,24.2850537078659,21.0090333269095
"FBgn0031247",39.8523196198067,51.5784429152187,44.8362989125669,33.5146819275797,30.2875528147719,23.0874471226728,31.5083223263494,16.8176817063308,19.8790923130514,7.58611578529685,12.8956865827731,16.838310349286,15.8763338126385,26.3392703260049,25.7797656504958
"FBgn0017457",352.660051343479,1045.68460676957,978.669941403024,1069.58970684611,1102.87926979191,843.045759025896,889.560909102721,476.35392004762,479.067620086726,332.467611280004,393.487273634584,286.673243418843,299.311394554256,245.595503426138,247.449602001869
"FBgn0024352",1628.99712903977,381.498519532443,351.698840807915,592.334311899956,627.430925803727,585.16956701843,633.797191913932,659.161746358017,637.25558754393,733.971314543529,733.616418707804,860.404547080164,857.637426977195,799.399610304478,785.474113271982
"FBgn0020622",1143.1179188145,154.228906148797,143.989052941773,192.330558688797,201.923548505981,166.996424288394,182.507355678487,251.935357229981,272.344104896919,313.069177820077,305.423115499914,345.974431159766,390.551136393354,404.17514234729,476.8300138516
"FBgn0004611",700.647847345234,68.7422004761488,85.4755223301689,42.6841283667207,44.5489480780191,58.7616340906222,43.8635008594432,99.1723212256011,89.6562564468918,91.6549582922934,114.153314358881,257.466283041314,198.514606395185,524.150264621081,523.901858286238
"FBgn0263872",0,0.210548188669522,0.423901916760737,0.609839112480415,0.44461587961137,1.57439407041135,0.452459981888004,2.66250866307938,1.82306982898905,2.68940120230351,1.67390765259889,3.20294820772283,3.57053585505787,3.74889675229574,4.214552756806
"FBgn0031248",0.0546183715682654,0.192465959573727,1.22062803448206,0.680027875193215,0.993717215481037,1.11015109988708,1.35737994566401,4.26110551001124,2.19524059161199,5.28091475475098,2.81137555874475,3.79576236295657,3.42320356325796,4.29009652402461,6.99836626148741
"FBgn0031249",0,0.63977417070006,0,0,0.920383220809101,1.34227258514922,0,2.27863177664814,0.84344936282266,0.76840034351529,2.17608174355487,3.92465536242963,4.38777563032937,5.21850264257689,9.73291308913591
"FBgn0053127",0,0,0.423901916760737,0,1.15579366124128,1.89734813509276,0.904919963776005,2.00118129458958,1.92217766656581,3.7441140677204,1.00961935725806,4.37472533311734,4.12648803449352,8.53412962982533,7.07491127343739
"FBgn0264086",0,1.6829453863017,0,0.609839112480415,1.48546208851136,4.78132153857201,1.68214643727564,6.76589533745091,5.0592547402185,8.35451612881216,5.09685372172867,10.4481835424243,5.65392445137263,8.97498897277663,10.2607493686396
"FBgn0051921",0.0546183715682654,1.29015684218321,1.30949469630486,4.69000636363971,0.842102765803783,5.87233610171301,1.68214643727564,6.35412192927303,5.19542584356223,6.09825892319429,4.77855165121941,7.0122042643938,4.87006166386509,7.38910175443943,10.6626280949589
"FBgn0031250",25.3101430999265,18.4535722729584,16.5136925756165,34.3569470801332,42.0709069248591,47.099173827387,45.8120998091131,25.2079636093397,36.7209361083855,45.271975587141,31.7996473387103,25.0932121471629,26.5142752319122,31.0295806652966,37.1135981674644
"FBgn0000061",0.0967493260812916,0.980139047243973,0.46169086278338,0.609839112480415,0.360819888856447,0,0.904919963776005,9.83642010539888,12.6202726710685,59.4384381172458,42.2853128962148,118.169199421523,116.621376201022,173.841121942963,194.337508714563
"FBgn0031251",0,24.5131232073859,17.5780573604612,46.1763162573343,42.9077286815759,39.7349494884634,31.1141763236788,19.612910979284,17.1755098554727,27.7529495887399,15.9014765126567,225.141814176329,165.729428863213,413.716972382296,380.302228808409
"FBgn0003278",220.800144972117,198.801886903163,188.621126933867,256.586872525497,301.272173207695,318.789453091346,354.422124304057,478.234562976239,496.005735014397,614.250201598666,747.391165831195,759.42958894149,681.632659117932,636.226693522363,573.575968058506
"FBgn0264855",1432.14475507057,209.388763281401,172.48735744534,576.943347055613,560.372193268357,823.592106943408,851.349118410963,1013.25673115025,1019.52595064074,1252.753957843,1208.33766458242,1406.46952398815,1395.02134643922,1409.26216865438,1417.34042247568
"FBgn0263933",1348.65581047018,2741.02224510487,2948.51662231785,618.57925348855,633.748887311896,509.167081938581,616.209566599518,567.30061542413,544.219767898878,512.654982665602,486.080159091111,430.701171003121,478.030353199266,347.65956381864,335.708397828527
"FBgn0031252",234.783548269877,341.983458686417,363.297341295293,360.74162397234,397.172199120758,468.025774867963,460.258590830304,362.440342420844,385.985157876008,170.428185189206,169.684993628237,80.6113865155686,102.686826999174,22.171534635038,33.2356473431394
"FBgn0002593",2603.68718448331,5986.89749501057,6042.73330710677,6151.47246386063,5958.26655044445,5273.00617222547,5618.12126005916,4967.52736829593,5432.93594522504,4990.29089630151,5374.33352170207,6100.14878464979,6590.45954225163,7245.55378226387,7294.64473264552
"FBgn0031253",52.6390566942807,96.1944175315624,97.6695525868668,76.9708866841411,104.777604146382,86.2897715846389,96.4846314605593,64.8063140246438,69.3024521942212,47.6750642675429,54.5503216762297,41.5568175384263,42.9465612239863,38.728326596174,39.2416757499127
"FBgn0031254",0.161467228462497,0.756165380012738,1.70785775516552,0.680027875193215,1.96122942970909,3.59947439601174,3.56136587588657,2.27972798188551,1.82306982898905,0.384200171757645,2.75931293670328,3.26312897399814,4.12648803449352,3.21491634941688,4.70997197880152
"FBgn0031255",0.115750839639809,4.84109832277314,2.54237281890948,2.72011150077286,5.56448185794017,6.6616363164222,11.3225650790415,5.04096691379233,9.57382506706211,7.53717196036881,6.65674894246674,9.23421308098912,12.1250886780168,11.7155271427615,10.0240222771489
"FBgn0004583",60.3341594558668,236.734657653702,201.978433213037,551.96180319585,614.768877126822,771.486879200092,744.596666389097,920.24910681366,994.838301159301,1918.20066993528,1814.09825732589,1985.6657048625,2388.8859992037,1454.47149056751,1581.74587498673
"FBgn0263870",0,6.79506994024227,5.55972527037985,8.55960732666061,6.70510158942768,5.08724224601085,2.71475989132802,14.1130237351744,10.0194016428602,26.2161489017093,14.9235021592384,13.0272792002917,17.0285273296458,7.85540018122778,11.2180344377828
"FBgn0015924",1024.4712044234,47.9458299167848,61.2141596308992,88.7419268505643,84.7992089513471,167.711281535623,157.122348245383,556.066272123905,545.996955589421,489.456140885359,512.822477618667,369.637440335234,398.120380638126,309.710769523771,378.732053093632
"FBgn0031256",251.285927874422,502.433483606737,527.637372108613,392.738622379082,377.838460729605,294.482757400801,343.993413656949,312.628217393339,364.779488685543,326.648314451045,335.290626909966,432.470027312584,442.996085996255,437.018443197629,419.876956630671
"FBgn0031257",0.482518553228618,33.9072615567041,28.5759597589223,64.5152091356163,61.7972450501214,89.8872287729428,75.8242831676806,65.705248430645,69.8592185673202,103.418332141996,79.1864299690855,190.444508655439,186.523025668224,242.563742383099,230.026708452295
"FBgn0031258",9.39031423455924,4.45056353003372,3.26352104458552,1.21967822496083,3.13300062278296,1.93214456667759,1.35737994566401,0.947562906659414,1.31472796302237,21.3683781436441,24.9807603513221,119.528070961584,47.5956244501515,443.972303588624,455.861678417311
"FBgn0027592",464.619932301282,1044.92285036307,1038.62339259837,883.800531610329,962.158456315073,772.664002173458,838.982874346027,636.114957242748,630.833470338265,653.604992706991,649.440500172118,475.086934513311,553.722986661184,370.92993474011,380.59673848666
"FBgn0003963",60.9619896044472,238.464582780132,98.2312340450468,1362.53792180466,1442.87431038508,1693.15749871908,1665.72122547737,906.622846860148,1089.88501395385,1185.65356757359,1128.54741863278,887.894714873961,918.799269899695,753.319187756587,729.316505132717
"FBgn0043364",115.915845838865,10.090703903696,8.03877028536661,10.4593134268146,11.4592012185667,15.1297881885179,20.1857572473078,58.8670473635561,71.1175941212642,193.44595252507,188.882163222709,259.648141984399,360.523990397553,261.230056650023,261.716056789453
"FBgn0267991",0.0546183715682654,1.08360952766898,1.19508917658198,1.36005575038643,1.44879509117539,2.32679467403219,5.04643931182695,9.37059562337838,6.31121741307233,17.8616327728972,11.4880183786419,16.6956509141196,19.5608249717323,12.528253585662,11.6035174669039
"FBgn0267992",0,1.01723236153481,1.24616689238214,1.36005575038643,0.993717215481037,3.22258736299941,2.45937291077529,8.73356512124096,5.33159694690595,16.8069199074803,12.1424194862049,12.8452437461375,15.9569121289105,10.501538661733,9.27221415560082
"FBgn0010602",751.107278818267,1693.6449470018,1715.55822312403,1865.17532121752,1922.93078264268,1882.94093928662,1909.56009305128,1620.13430897409,1712.68215345562,1180.46068087229,1308.87296110487,974.226080590977,1061.50201334159,674.351583554914,707.603829453034
"FBgn0031260",379.321687423821,1005.35293354428,979.095622178794,1045.91646800165,1094.79613073804,970.6221550373,898.044007120169,773.576846482477,850.363988548749,1148.03619371094,989.996628971022,1684.00142584308,1626.38097217153,1803.66000504655,1818.50579911052
"FBgn0005660",0.653573348528203,1.5199412607603,4.17465268202971,4.61981760092691,5.25079096250268,3.77766291294295,4.2692128383273,4.1121081842231,5.09631800598546,6.09825892319429,3.87371270095861,8.67228277506253,6.80611796837994,20.1466871557239,14.4381439853361
"FBgn0260933",8.01282464747832,11.4999488056312,11.1889244918842,17.93962005394,17.5258899456202,21.7013216426205,17.9817713170853,16.143248677803,20.759604941641,27.801893413668,29.2657266938031,130.927508985286,124.016823336602,123.262268498224,136.317883551346
"FBgn0031263",20.9604221210755,1.89349357497122,1.2584169805047,2.64992273806006,0.44461587961137,0.197325053677298,0,0.892187601386494,0.471278600199713,0,0.265584285553465,2.40981588248934,2.49200848395051,5.24595733674161,3.22601754376719
"FBgn0031264",0.108551159045021,14.544353056788,12.0745172714283,11.8193691772011,11.3015021577236,8.95153137936603,8.41073218637825,5.39002111941801,4.38976046486526,1.15260051527294,1.22314102077005,2.14056692507265,0.669907483471605,0.744794223441584,1.19220977800303
"FBgn0031265",83.0787398617011,99.0048835025995,95.1588225667783,128.824461490003,130.520497297856,127.270931109715,142.471673207324,141.93784660238,132.657833167811,160.935769400454,191.977599037002,208.637692342454,186.503473021205,204.895699720303,210.434138157618
"FBgn0021874",51.9801961693749,108.952437198509,104.086257940207,245.544189245045,230.233684658318,264.982307008325,309.387250968443,253.924776790928,289.054702865087,265.49200120239,284.698338931191,277.749113232946,259.90317606166,262.146697818333,233.052803803941
"FBgn0031266",707.995868838746,2036.96826449139,1886.91684623861,2306.04513841347,2401.06403138192,2434.40787855111,2434.60687897448,2031.6248703699,2103.66043669455,1500.32803201989,1575.05758591609,1316.26568769334,1347.08267221287,1041.92640862423,1097.90802876425
"FBgn0031267",233.15574380673,29.2599333004199,38.0549069260501,30.9568077041671,39.0525192056638,34.4942350836783,35.1280021814534,50.9382833443557,54.6058863784133,46.5224637522699,44.7889287351424,33.9130817577182,33.5344794676199,27.5328708420143,28.0835815069635
"FBgn0031268",216.741739122035,194.291643229552,220.03965151029,195.222126480747,191.245075579984,176.068754556114,201.915886452296,225.74624818539,221.816484939979,334.06070621963,332.887836660013,456.669994537001,440.403946549013,541.563505467547,559.506114702026
"FBgn0023489",0.109236743136531,1.29712582082187,0.79672611772132,1.21967822496083,0,0.591975161031893,0.77722647349964,1.38306623729535,0.471278600199713,0.76840034351529,0.900878100743345,2.26758004498028,2.15705474221471,2.84443248201962,4.45444702095368
"FBgn0010323",0.108551159045021,70.1414881544763,45.5768820552222,121.528251892172,130.911909229594,75.2042703329009,117.425484117684,51.1715581859899,45.8406095634831,43.0646622064511,38.4445555249245,32.1474530542191,47.0120235892278,14.0452623977649,31.8490553982247
"FBgn0267827",0.108551159045021,4.53970653128202,3.78853971129161,1.82951733744125,3.93843639125078,2.12946962035489,3.3642928745513,2.53434509724464,0.372170762622947,0.76840034351529,0.84881547870187,0.42781679642379,1.15219351700731,0.159056469076887,0
"FBgn0031270",37.2583185917862,81.0275102373582,86.4244007073547,45.614806155632,58.9583840081051,58.155458468951,60.1631257392528,62.3429214832731,68.2101038258006,51.2723468604791,60.9494080321778,44.5343172915404,44.9159945162651,33.6592974717928,42.1580779677129
"FBgn0031273",0,0.27589258513177,0.39836305886066,0,1.04084620889999,1.2883396168183,0.904919963776005,3.77117635937291,3.64541893961936,0.384200171757645,0.900878100743345,2.18927327741104,3.53024669692188,0.489442420243033,0
"FBgn0000497",0.325653477135062,8.74537868264325,6.94479785872999,41.8153939553238,88.9730213005494,451.26452290028,357.434426731492,2661.32683946514,2838.72861453163,4825.78526808569,3235.52712036754,3886.40951672833,4176.81285793426,2300.31317180701,2375.74223699226
"FBgn0266323",0,0,0,1.28986698767363,2.00835842312805,1.4139686278224,1.22968645538764,5.82154980394986,2.9017981327322,9.02502882247136,2.7876522539399,2.00980951232658,2.56567462985046,1.91791857077703,0.660424992622495
"FBgn0026438",0,0.348494481235406,0,0.680027875193215,1.28671864541515,0.394650107354597,1.80983992755201,0.957321190981718,0,2.64045737737549,0.611570510385028,1.33403321530449,0,5.40816927999448,5.01665369101522
"FBgn0031275",0.325653477135062,0,0,0,0,0.429446538939433,0.452459981888004,1.12031589257165,0.372170762622947,1.87205703386019,1.43204667185027,2.42733683964684,1.07852737110736,7.7021704484399,8.90572686925037
"FBgn0031277",0.0546183715682654,0,0,0,0,0,0,0,0,0,0,2.5040133109054,2.15705474221471,3.14469247690801,0.843400370391962
"FBgn0051658",59.8950010312519,40.5747280237679,35.7985690095883,24.8365568274282,32.8976571029382,36.276678026499,44.1993328828963,36.580055341304,37.1330530102103,17.8126889479691,17.1536120135777,6.18299345226334,5.20501540560088,2.11822818261907,1.98088431125755
"FBgn0086130",133.081751825074,280.558554395922,284.454045057967,187.969636386786,206.310374603863,137.858264607524,186.171297660957,82.1824343011155,79.6732709355781,51.8033785070209,63.9083945950978,75.6867138270643,64.0279104422257,99.4305015656236,95.8564038409156
"FBgn0031281",131.801851160312,348.903282761835,372.882426735186,320.571650325163,340.477144947595,268.269049344162,328.573591357223,219.842713262519,226.234903886819,180.759996429401,179.010099297169,139.827807619484,160.725859248292,111.877044028992,118.412147936564
"FBgn0031282",30.8241450974802,11.9883434761621,8.15317580508948,27.8857523898303,21.7259417785561,25.1289170602116,22.3203636664715,18.9723567824115,26.5889032315069,22.6115158811064,23.3912393280554,25.1787528140582,24.2766421734255,30.9551799317639,33.0266482387675
"FBgn0031284",120.82682029108,35.89562423769,62.4970345813681,25.3278781664179,37.0287523261194,33.8994270260432,29.6984823987973,14.2592798525627,14.769971628983,8.40345995374015,7.00735117973008,17.271221396564,19.5942019594963,21.51781662451,22.2975528134647
"FBgn0015621",170.802106058856,162.398828063181,160.874531036695,243.719281414513,226.694676906171,216.229795891028,234.87309929905,136.828006930646,135.62040468801,81.2326098299089,82.5698511276404,68.5448436054273,62.9090939129823,57.9323437727004,61.3722981688111
"FBgn0031285",347.135073447558,892.13950013287,862.850261650799,1011.38345512344,1045.79417636451,1009.44820694151,1111.67361833416,711.475861560766,765.831034107767,496.190669532618,494.843743559161,503.941630983566,551.417415763074,657.525713478772,628.298988356283
"FBgn0031286",58.7604907418239,88.7759998119062,84.3763987015384,83.2798440970838,82.361643105024,56.9344006145844,57.9702053408718,40.3816226412941,39.1408151179114,43.4488623782088,45.5132013515596,81.8563506897875,82.2086312888788,72.4758208494267,82.4993971233686
"FBgn0010583",453.188674141724,1039.2696643123,1023.13536532893,1206.34207679836,1220.21814959071,1181.472136769,1150.08845466728,807.752152377612,722.391297955872,792.027133876195,719.64317687563,866.064687797904,851.762504088123,1045.05036161035,1015.13646293799
